"","x"
"127650","Sedang"
"127651","Sedang"
"127652","Sedang"
"127653","Sedang"
"127654","Sedang"
"127655","Sedang"
"127656","Sedang"
"127657","Sedang"
"127658","Sedang"
"127659","Sedang"
"127660","Sedang"
"127661","Sedang"
"127662","Sedang"
"127663","Sedang"
"127664","Sedang"
"127665","Sedang"
"127666","Sedang"
"127667","Sedang"
"127668","Sedang"
"127669","Sedang"
"127670","Sedang"
"127671","Sedang"
"127672","Sedang"
"127673","Sedang"
"127674","Sedang"
"127675","Sedang"
"127676","Sedang"
"127677","Sedang"
"127678","Sedang"
"127679","Sedang"
"127680","Sedang"
"127681","Sedang"
"127682","Sedang"
"127683","Sedang"
"127684","Sedang"
"127685","Sedang"
"127686","Sedang"
"127687","Sedang"
"127688","Sedang"
"127689","Sedang"
"127690","Sedang"
"127691","Sedang"
"127692","Sedang"
"127693","Sedang"
"127694","Sedang"
"127695","Sedang"
"127696","Sedang"
"127697","Sedang"
"127698","Sedang"
"127699","Sedang"
"127700","Sedang"
"127701","Sedang"
"127702","Sedang"
"127703","Sedang"
"127704","Sedang"
"127705","Sedang"
"127706","Sedang"
"127707","Sedang"
"127708","Sedang"
"127709","Sedang"
"127710","Sedang"
"127711","Sedang"
"127712","Sedang"
"127713","Sedang"
"127714","Sedang"
"127715","Sedang"
"127716","Sedang"
"127717","Sedang"
"127718","Sedang"
"127719","Sedang"
"127720","Sedang"
"127721","Sedang"
"127722","Sedang"
"127723","Sedang"
"127724","Sedang"
"127725","Sedang"
"127726","Sedang"
"127727","Sedang"
"127728","Sedang"
"127729","Sedang"
"127730","Sedang"
"127731","Sedang"
"127732","Sedang"
"127733","Sedang"
"127734","Sedang"
"127735","Sedang"
"127736","Sedang"
"127737","Sedang"
"127738","Sedang"
"127739","Sedang"
"127740","Sedang"
"127741","Sedang"
"127742","Sedang"
"127743","Sedang"
"127744","Sedang"
"127745","Sedang"
"127746","Sedang"
"127747","Sedang"
"127748","Sedang"
"127749","Sedang"
"127750","Sedang"
"127751","Sedang"
"127752","Sedang"
"127753","Sedang"
"127754","Sedang"
"127755","Sedang"
"127756","Sedang"
"127757","Sedang"
"127758","Sedang"
"127759","Sedang"
"127760","Sedang"
"127761","Sedang"
"127762","Sedang"
"127763","Sedang"
"127764","Sedang"
"127765","Sedang"
"127766","Sedang"
"127767","Sedang"
"127768","Sedang"
"127769","Sedang"
"127770","Sedang"
"127771","Sedang"
"127772","Sedang"
"127773","Sedang"
"127774","Sedang"
"127775","Sedang"
"127776","Sedang"
"127777","Sedang"
"127778","Sedang"
"127779","Sedang"
"127780","Sedang"
"127781","Sedang"
"127782","Sedang"
"127783","Sedang"
"127784","Sedang"
"127785","Sedang"
"127786","Sedang"
"127787","Sedang"
"127788","Sedang"
"127789","Sedang"
"127790","Sedang"
"127791","Sedang"
"127792","Sedang"
"127793","Sedang"
"127794","Sedang"
"127795","Sedang"
"127796","Sedang"
"127797","Sedang"
"127798","Sedang"
"127799","Sedang"
"127800","Sedang"
"127801","Sedang"
"127802","Sedang"
"127803","Sedang"
"127804","Sedang"
"127805","Sedang"
"127806","Sedang"
"127807","Sedang"
"127808","Sedang"
"127809","Sedang"
"127810","Sedang"
"127811","Sedang"
"127812","Sedang"
"127813","Sedang"
"127814","Sedang"
"127815","Sedang"
"127816","Sedang"
"127817","Sedang"
"127818","Sedang"
"127819","Sedang"
"127820","Sedang"
"127821","Sedang"
"127822","Sedang"
"127823","Sedang"
"127824","Sedang"
"127825","Sedang"
"127826","Sedang"
"127827","Sedang"
"127828","Sedang"
"127829","Sedang"
"127830","Sedang"
"127831","Sedang"
"127832","Sedang"
"127833","Sedang"
"127834","Sedang"
"127835","Sedang"
"127836","Sedang"
"127837","Sedang"
"127838","Sedang"
"127839","Sedang"
"127840","Sedang"
"127841","Sedang"
"127842","Sedang"
"127843","Sedang"
"127844","Sedang"
"127845","Sedang"
"127846","Sedang"
"127847","Sedang"
"127848","Sedang"
"127849","Sedang"
"127850","Sedang"
"127851","Sedang"
"127852","Sedang"
"127853","Sedang"
"127854","Sedang"
"127855","Sedang"
"127856","Sedang"
"127857","Sedang"
"127858","Sedang"
"127859","Sedang"
"127860","Sedang"
"127861","Sedang"
"127862","Sedang"
"127863","Sedang"
"127864","Sedang"
"127865","Sedang"
"127866","Sedang"
"127867","Sedang"
"127868","Sedang"
"127869","Sedang"
"127870","Sedang"
"127871","Sedang"
"127872","Sedang"
"127873","Sedang"
"127874","Sedang"
"127875","Sedang"
"127876","Sedang"
"127877","Sedang"
"127878","Sedang"
"127879","Sedang"
"127880","Sedang"
"127881","Sedang"
"127882","Sedang"
"127883","Sedang"
"127884","Sedang"
"127885","Sedang"
"127886","Sedang"
"127887","Sedang"
"127888","Sedang"
"127889","Sedang"
"127890","Sedang"
"127891","Sedang"
"127892","Sedang"
"127893","Sedang"
"127894","Sedang"
"127895","Sedang"
"127896","Sedang"
"127897","Sedang"
"127898","Sedang"
"127899","Sedang"
"127900","Sedang"
"127901","Sedang"
"127902","Sedang"
"127903","Sedang"
"127904","Sedang"
"127905","Sedang"
"127906","Sedang"
"127907","Sedang"
"127908","Sedang"
"127909","Sedang"
"127910","Sedang"
"127911","Sedang"
"127912","Sedang"
"127913","Sedang"
"127914","Sedang"
"127915","Sedang"
"127916","Sedang"
"127917","Sedang"
"127918","Sedang"
"127919","Sedang"
"127920","Sedang"
"127921","Sedang"
"127922","Sedang"
"127923","Sedang"
"127924","Sedang"
"127925","Sedang"
"127926","Sedang"
"127927","Sedang"
"127928","Sedang"
"127929","Sedang"
"127930","Sedang"
"127931","Sedang"
"127932","Sedang"
"127933","Sedang"
"127934","Sedang"
"127935","Sedang"
"127936","Sedang"
"127937","Sedang"
"127938","Sedang"
"127939","Sedang"
"127940","Sedang"
"127941","Sedang"
"127942","Sedang"
"127943","Sedang"
"127944","Sedang"
"127945","Sedang"
"127946","Sedang"
"127947","Sedang"
"127948","Sedang"
"127949","Sedang"
"127950","Sedang"
"127951","Sedang"
"127952","Sedang"
"127953","Sedang"
"127954","Sedang"
"127955","Sedang"
"127956","Sedang"
"127957","Sedang"
"127958","Sedang"
"127959","Sedang"
"127960","Sedang"
"127961","Sedang"
"127962","Sedang"
"127963","Sedang"
"127964","Sedang"
"127965","Sedang"
"127966","Sedang"
"127967","Sedang"
"127968","Sedang"
"127969","Sedang"
"127970","Sedang"
"127971","Sedang"
"127972","Sedang"
"127973","Sedang"
"127974","Sedang"
"127975","Sedang"
"127976","Sedang"
"127977","Sedang"
"127978","Sedang"
"127979","Sedang"
"127980","Sedang"
"127981","Sedang"
"127982","Sedang"
"127983","Sedang"
"127984","Sedang"
"127985","Sedang"
"127986","Sedang"
"127987","Sedang"
"127988","Sedang"
"127989","Sedang"
"127990","Sedang"
"127991","Sedang"
"127992","Sedang"
"127993","Sedang"
"127994","Sedang"
"127995","Sedang"
"127996","Sedang"
"127997","Sedang"
"127998","Sedang"
"127999","Sedang"
"128000","Sedang"
"128001","Sedang"
"128002","Sedang"
"128003","Sedang"
"128004","Sedang"
"128005","Sedang"
"128006","Sedang"
"128007","Sedang"
"128008","Sedang"
"128009","Sedang"
"128010","Sedang"
"128011","Sedang"
"128012","Sedang"
"128013","Sedang"
"128014","Sedang"
"128015","Sedang"
"128016","Sedang"
"128017","Sedang"
"128018","Sedang"
"128019","Sedang"
"128020","Sedang"
"128021","Sedang"
"128022","Sedang"
"128023","Sedang"
"128024","Sedang"
"128025","Sedang"
"128026","Sedang"
"128027","Sedang"
"128028","Sedang"
"128029","Sedang"
"128030","Sedang"
"128031","Sedang"
"128032","Sedang"
"128033","Sedang"
"128034","Sedang"
"128035","Sedang"
"128036","Sedang"
"128037","Sedang"
"128038","Sedang"
"128039","Sedang"
"128040","Sedang"
"128041","Sedang"
"128042","Sedang"
"128043","Sedang"
"128044","Sedang"
"128045","Sedang"
"128046","Sedang"
"128047","Sedang"
"128048","Sedang"
"128049","Sedang"
"128050","Sedang"
"128051","Sedang"
"128052","Sedang"
"128053","Sedang"
"128054","Sedang"
"128055","Sedang"
"128056","Sedang"
"128057","Sedang"
"128058","Sedang"
"128059","Sedang"
"128060","Sedang"
"128061","Sedang"
"128062","Sedang"
"128063","Sedang"
"128064","Sedang"
"128065","Sedang"
"128066","Sedang"
"128067","Sedang"
"128068","Sedang"
"128069","Sedang"
"128070","Sedang"
"128071","Sedang"
"128072","Sedang"
"128073","Sedang"
"128074","Sedang"
"128075","Sedang"
"128076","Sedang"
"128077","Sedang"
"128078","Sedang"
"128079","Sedang"
"128080","Sedang"
"128081","Sedang"
"128082","Sedang"
"128083","Sedang"
"128084","Sedang"
"128085","Sedang"
"128086","Sedang"
"128087","Sedang"
"128088","Sedang"
"128089","Sedang"
"128090","Sedang"
"128091","Sedang"
"128092","Sedang"
"128093","Sedang"
"128094","Sedang"
"128095","Sedang"
"128096","Sedang"
"128097","Sedang"
"128098","Sedang"
"128099","Sedang"
"128100","Sedang"
"128101","Sedang"
"128102","Sedang"
"128103","Sedang"
"128104","Sedang"
"128105","Sedang"
"128106","Sedang"
"128107","Sedang"
"128108","Sedang"
"128109","Sedang"
"128110","Sedang"
"128111","Sedang"
"128112","Sedang"
"128113","Sedang"
"128114","Sedang"
"128115","Sedang"
"128116","Sedang"
"128117","Sedang"
"128118","Sedang"
"128119","Sedang"
"128120","Sedang"
"128121","Sedang"
"128122","Sedang"
"128123","Sedang"
"128124","Sedang"
"128125","Sedang"
"128126","Sedang"
"128127","Sedang"
"128128","Sedang"
"128129","Sedang"
"128130","Sedang"
"128131","Sedang"
"128132","Sedang"
"128133","Sedang"
"128134","Sedang"
"128135","Sedang"
"128136","Sedang"
"128137","Sedang"
"128138","Sedang"
"128139","Sedang"
"128140","Sedang"
"128141","Sedang"
"128142","Sedang"
"128143","Sedang"
"128144","Sedang"
"128145","Sedang"
"128146","Sedang"
"128147","Sedang"
"128148","Sedang"
"128149","Sedang"
"128150","Sedang"
"128151","Sedang"
"128152","Sedang"
"128153","Sedang"
"128154","Sedang"
"128155","Sedang"
"128156","Sedang"
"128157","Sedang"
"128158","Sedang"
"128159","Sedang"
"128160","Sedang"
"128161","Sedang"
"128162","Sedang"
"128163","Sedang"
"128164","Sedang"
"128165","Sedang"
"128166","Sedang"
"128167","Sedang"
"128168","Sedang"
"128169","Sedang"
"128170","Sedang"
"128171","Sedang"
"128172","Sedang"
"128173","Sedang"
"128174","Sedang"
"128175","Sedang"
"128176","Sedang"
"128177","Sedang"
"128178","Sedang"
"128179","Sedang"
"128180","Sedang"
"128181","Sedang"
"128182","Sedang"
"128183","Sedang"
"128184","Sedang"
"128185","Sedang"
"128186","Sedang"
"128187","Sedang"
"128188","Sedang"
"128189","Sedang"
"128190","Sedang"
"128191","Sedang"
"128192","Sedang"
"128193","Sedang"
"128194","Sedang"
"128195","Sedang"
"128196","Sedang"
"128197","Sedang"
"128198","Sedang"
"128199","Sedang"
"128200","Sedang"
"128201","Sedang"
"128202","Sedang"
"128203","Sedang"
"128204","Sedang"
"128205","Sedang"
"128206","Sedang"
"128207","Sedang"
"128208","Sedang"
"128209","Sedang"
"128210","Sedang"
"128211","Sedang"
"128212","Sedang"
"128213","Sedang"
"128214","Sedang"
"128215","Sedang"
"128216","Sedang"
"128217","Sedang"
"128218","Sedang"
"128219","Sedang"
"128220","Sedang"
"128221","Sedang"
"128222","Sedang"
"128223","Sedang"
"128224","Sedang"
"128225","Sedang"
"128226","Sedang"
"128227","Sedang"
"128228","Sedang"
"128229","Sedang"
"128230","Sedang"
"128231","Sedang"
"128232","Sedang"
"128233","Sedang"
"128234","Sedang"
"128235","Sedang"
"128236","Sedang"
"128237","Sedang"
"128238","Sedang"
"128239","Sedang"
"128240","Sedang"
"128241","Sedang"
"128242","Sedang"
"128243","Sedang"
"128244","Sedang"
"128245","Sedang"
"128246","Sedang"
"128247","Sedang"
"128248","Sedang"
"128249","Sedang"
"128250","Sedang"
"128251","Sedang"
"128252","Sedang"
"128253","Sedang"
"128254","Sedang"
"128255","Sedang"
"128256","Sedang"
"128257","Sedang"
"128258","Sedang"
"128259","Sedang"
"128260","Sedang"
"128261","Sedang"
"128262","Sedang"
"128263","Sedang"
"128264","Sedang"
"128265","Sedang"
"128266","Sedang"
"128267","Sedang"
"128268","Sedang"
"128269","Sedang"
"128270","Sedang"
"128271","Sedang"
"128272","Sedang"
"128273","Sedang"
"128274","Sedang"
"128275","Sedang"
"128276","Sedang"
"128277","Sedang"
"128278","Sedang"
"128279","Sedang"
"128280","Sedang"
"128281","Sedang"
"128282","Sedang"
"128283","Sedang"
"128284","Sedang"
"128285","Sedang"
"128286","Sedang"
"128287","Sedang"
"128288","Sedang"
"128289","Sedang"
"128290","Sedang"
"128291","Sedang"
"128292","Sedang"
"128293","Sedang"
"128294","Sedang"
"128295","Sedang"
"128296","Sedang"
"128297","Sedang"
"128298","Sedang"
"128299","Sedang"
"128300","Sedang"
"128301","Sedang"
"128302","Sedang"
"128303","Sedang"
"128304","Sedang"
"128305","Sedang"
"128306","Sedang"
"128307","Sedang"
"128308","Sedang"
"128309","Sedang"
"128310","Sedang"
"128311","Sedang"
"128312","Sedang"
"128313","Sedang"
"128314","Sedang"
"128315","Sedang"
"128316","Sedang"
"128317","Sedang"
"128318","Sedang"
"128319","Sedang"
"128320","Sedang"
"128321","Sedang"
"128322","Sedang"
"128323","Sedang"
"128324","Sedang"
"128325","Sedang"
"128326","Sedang"
"128327","Sedang"
"128328","Sedang"
"128329","Sedang"
"128330","Sedang"
"128331","Sedang"
"128332","Sedang"
"128333","Sedang"
"128334","Sedang"
"128335","Sedang"
"128336","Sedang"
"128337","Sedang"
"128338","Sedang"
"128339","Sedang"
"128340","Sedang"
"128341","Sedang"
"128342","Sedang"
"128343","Sedang"
"128344","Sedang"
"128345","Sedang"
"128346","Sedang"
"128347","Sedang"
"128348","Sedang"
"128349","Sedang"
"128350","Sedang"
"128351","Sedang"
"128352","Sedang"
"128353","Sedang"
"128354","Sedang"
"128355","Sedang"
"128356","Sedang"
"128357","Sedang"
"128358","Sedang"
"128359","Sedang"
"128360","Sedang"
"128361","Sedang"
"128362","Sedang"
"128363","Sedang"
"128364","Sedang"
"128365","Sedang"
"128366","Sedang"
"128367","Sedang"
"128368","Sedang"
"128369","Sedang"
"128370","Sedang"
"128371","Sedang"
"128372","Sedang"
"128373","Sedang"
"128374","Sedang"
"128375","Sedang"
"128376","Sedang"
"128377","Sedang"
"128378","Sedang"
"128379","Sedang"
"128380","Sedang"
"128381","Sedang"
"128382","Sedang"
"128383","Sedang"
"128384","Sedang"
"128385","Sedang"
"128386","Sedang"
"128387","Sedang"
"128388","Sedang"
"128389","Sedang"
"128390","Sedang"
"128391","Sedang"
"128392","Sedang"
"128393","Sedang"
"128394","Sedang"
"128395","Sedang"
"128396","Sedang"
"128397","Sedang"
"128398","Sedang"
"128399","Sedang"
"128400","Sedang"
"128401","Sedang"
"128402","Sedang"
"128403","Sedang"
"128404","Sedang"
"128405","Sedang"
"128406","Sedang"
"128407","Sedang"
"128408","Sedang"
"128409","Sedang"
"128410","Sedang"
"128411","Sedang"
"128412","Sedang"
"128413","Sedang"
"128414","Sedang"
"128415","Sedang"
"128416","Sedang"
"128417","Sedang"
"128418","Sedang"
"128419","Sedang"
"128420","Sedang"
"128421","Sedang"
"128422","Sedang"
"128423","Sedang"
"128424","Sedang"
"128425","Sedang"
"128426","Sedang"
"128427","Sedang"
"128428","Sedang"
"128429","Sedang"
"128430","Sedang"
"128431","Sedang"
"128432","Sedang"
"128433","Sedang"
"128434","Sedang"
"128435","Sedang"
"128436","Sedang"
"128437","Sedang"
"128438","Sedang"
"128439","Sedang"
"128440","Sedang"
"128441","Sedang"
"128442","Sedang"
"128443","Sedang"
"128444","Sedang"
"128445","Sedang"
"128446","Sedang"
"128447","Sedang"
"128448","Sedang"
"128449","Sedang"
"128450","Sedang"
"128451","Sedang"
"128452","Sedang"
"128453","Sedang"
"128454","Sedang"
"128455","Sedang"
"128456","Sedang"
"128457","Sedang"
"128458","Sedang"
"128459","Sedang"
"128460","Sedang"
"128461","Sedang"
"128462","Sedang"
"128463","Sedang"
"128464","Sedang"
"128465","Sedang"
"128466","Sedang"
"128467","Sedang"
"128468","Sedang"
"128469","Sedang"
"128470","Sedang"
"128471","Sedang"
"128472","Sedang"
"128473","Sedang"
"128474","Sedang"
"128475","Sedang"
"128476","Sedang"
"128477","Sedang"
"128478","Sedang"
"128479","Sedang"
"128480","Sedang"
"128481","Sedang"
"128482","Sedang"
"128483","Sedang"
"128484","Sedang"
"128485","Sedang"
"128486","Sedang"
"128487","Sedang"
"128488","Sedang"
"128489","Sedang"
"128490","Sedang"
"128491","Sedang"
"128492","Sedang"
"128493","Sedang"
"128494","Sedang"
"128495","Sedang"
"128496","Sedang"
"128497","Sedang"
"128498","Sedang"
"128499","Sedang"
"128500","Sedang"
"128501","Sedang"
"128502","Sedang"
"128503","Sedang"
"128504","Sedang"
"128505","Sedang"
"128506","Sedang"
"128507","Sedang"
"128508","Sedang"
"128509","Sedang"
"128510","Sedang"
"128511","Sedang"
"128512","Sedang"
"128513","Sedang"
"128514","Sedang"
"128515","Sedang"
"128516","Sedang"
"128517","Sedang"
"128518","Sedang"
"128519","Sedang"
"128520","Sedang"
"128521","Sedang"
"128522","Sedang"
"128523","Sedang"
"128524","Sedang"
"128525","Sedang"
"128526","Sedang"
"128527","Sedang"
"128528","Sedang"
"128529","Sedang"
"128530","Sedang"
"128531","Sedang"
"128532","Sedang"
"128533","Sedang"
"128534","Sedang"
"128535","Sedang"
"128536","Sedang"
"128537","Sedang"
"128538","Sedang"
"128539","Sedang"
"128540","Sedang"
"128541","Sedang"
"128542","Sedang"
"128543","Sedang"
"128544","Sedang"
"128545","Sedang"
"128546","Sedang"
"128547","Sedang"
"128548","Sedang"
"128549","Sedang"
"128550","Sedang"
"128551","Sedang"
"128552","Sedang"
"128553","Sedang"
"128554","Sedang"
"128555","Sedang"
"128556","Sedang"
"128557","Sedang"
"128558","Sedang"
"128559","Sedang"
"128560","Sedang"
"128561","Sedang"
"128562","Sedang"
"128563","Sedang"
"128564","Sedang"
"128565","Sedang"
"128566","Sedang"
"128567","Sedang"
"128568","Sedang"
"128569","Sedang"
"128570","Sedang"
"128571","Sedang"
"128572","Sedang"
"128573","Sedang"
"128574","Sedang"
"128575","Sedang"
"128576","Sedang"
"128577","Sedang"
"128578","Sedang"
"128579","Sedang"
"128580","Sedang"
"128581","Sedang"
"128582","Sedang"
"128583","Sedang"
"128584","Sedang"
"128585","Sedang"
"128586","Sedang"
"128587","Sedang"
"128588","Sedang"
"128589","Sedang"
"128590","Sedang"
"128591","Sedang"
"128592","Sedang"
"128593","Sedang"
"128594","Sedang"
"128595","Sedang"
"128596","Sedang"
"128597","Sedang"
"128598","Sedang"
"128599","Sedang"
"128600","Sedang"
"128601","Sedang"
"128602","Sedang"
"128603","Sedang"
"128604","Sedang"
"128605","Sedang"
"128606","Sedang"
"128607","Sedang"
"128608","Sedang"
"128609","Sedang"
"128610","Sedang"
"128611","Sedang"
"128612","Sedang"
"128613","Sedang"
"128614","Sedang"
"128615","Sedang"
"128616","Sedang"
"128617","Sedang"
"128618","Sedang"
"128619","Sedang"
"128620","Sedang"
"128621","Sedang"
"128622","Sedang"
"128623","Sedang"
"128624","Sedang"
"128625","Sedang"
"128626","Sedang"
"128627","Sedang"
"128628","Sedang"
"128629","Sedang"
"128630","Sedang"
"128631","Sedang"
"128632","Sedang"
"128633","Sedang"
"128634","Sedang"
"128635","Sedang"
"128636","Sedang"
"128637","Sedang"
"128638","Sedang"
"128639","Sedang"
"128640","Sedang"
"128641","Sedang"
"128642","Sedang"
"128643","Sedang"
"128644","Sedang"
"128645","Sedang"
"128646","Sedang"
"128647","Sedang"
"128648","Sedang"
"128649","Sedang"
"128650","Sedang"
"128651","Sedang"
"128652","Sedang"
"128653","Sedang"
"128654","Sedang"
"128655","Sedang"
"128656","Sedang"
"128657","Sedang"
"128658","Sedang"
"128659","Sedang"
"128660","Sedang"
"128661","Sedang"
"128662","Sedang"
"128663","Sedang"
"128664","Sedang"
"128665","Sedang"
"128666","Sedang"
"128667","Sedang"
"128668","Sedang"
"128669","Sedang"
"128670","Sedang"
"128671","Sedang"
"128672","Sedang"
"128673","Sedang"
"128674","Sedang"
"128675","Sedang"
"128676","Sedang"
"128677","Sedang"
"128678","Sedang"
"128679","Sedang"
"128680","Sedang"
"128681","Sedang"
"128682","Sedang"
"128683","Sedang"
"128684","Sedang"
"128685","Sedang"
"128686","Sedang"
"128687","Sedang"
"128688","Sedang"
"128689","Sedang"
"128690","Sedang"
"128691","Sedang"
"128692","Sedang"
"128693","Sedang"
"128694","Sedang"
"128695","Sedang"
"128696","Sedang"
"128697","Sedang"
"128698","Sedang"
"128699","Sedang"
"128700","Sedang"
"128701","Sedang"
"128702","Sedang"
"128703","Sedang"
"128704","Sedang"
"128705","Sedang"
"128706","Sedang"
"128707","Sedang"
"128708","Sedang"
"128709","Sedang"
"128710","Sedang"
"128711","Sedang"
"128712","Sedang"
"128713","Sedang"
"128714","Sedang"
"128715","Sedang"
"128716","Sedang"
"128717","Sedang"
"128718","Sedang"
"128719","Sedang"
"128720","Sedang"
"128721","Sedang"
"128722","Sedang"
"128723","Sedang"
"128724","Sedang"
"128725","Sedang"
"128726","Sedang"
"128727","Sedang"
"128728","Sedang"
"128729","Sedang"
"128730","Sedang"
"128731","Sedang"
"128732","Sedang"
"128733","Sedang"
"128734","Sedang"
"128735","Sedang"
"128736","Sedang"
"128737","Sedang"
"128738","Sedang"
"128739","Sedang"
"128740","Sedang"
"128741","Sedang"
"128742","Sedang"
"128743","Sedang"
"128744","Sedang"
"128745","Sedang"
"128746","Sedang"
"128747","Sedang"
"128748","Sedang"
"128749","Sedang"
"128750","Sedang"
"128751","Sedang"
"128752","Sedang"
"128753","Sedang"
"128754","Sedang"
"128755","Sedang"
"128756","Sedang"
"128757","Sedang"
"128758","Sedang"
"128759","Sedang"
"128760","Sedang"
"128761","Sedang"
"128762","Sedang"
"128763","Sedang"
"128764","Sedang"
"128765","Sedang"
"128766","Sedang"
"128767","Sedang"
"128768","Sedang"
"128769","Sedang"
"128770","Sedang"
"128771","Sedang"
"128772","Sedang"
"128773","Sedang"
"128774","Sedang"
"128775","Sedang"
"128776","Sedang"
"128777","Sedang"
"128778","Sedang"
"128779","Sedang"
"128780","Sedang"
"128781","Sedang"
"128782","Sedang"
"128783","Sedang"
"128784","Sedang"
"128785","Sedang"
"128786","Sedang"
"128787","Sedang"
"128788","Sedang"
"128789","Sedang"
"128790","Sedang"
"128791","Sedang"
"128792","Sedang"
"128793","Sedang"
"128794","Sedang"
"128795","Sedang"
"128796","Sedang"
"128797","Sedang"
"128798","Sedang"
"128799","Sedang"
"128800","Sedang"
"128801","Sedang"
"128802","Sedang"
"128803","Sedang"
"128804","Sedang"
"128805","Sedang"
"128806","Sedang"
"128807","Sedang"
"128808","Sedang"
"128809","Sedang"
"128810","Sedang"
"128811","Sedang"
"128812","Sedang"
"128813","Sedang"
"128814","Sedang"
"128815","Sedang"
"128816","Sedang"
"128817","Sedang"
"128818","Sedang"
"128819","Sedang"
"128820","Sedang"
"128821","Sedang"
"128822","Sedang"
"128823","Sedang"
"128824","Sedang"
"128825","Sedang"
"128826","Sedang"
"128827","Sedang"
"128828","Sedang"
"128829","Sedang"
"128830","Sedang"
"128831","Sedang"
"128832","Sedang"
"128833","Sedang"
"128834","Sedang"
"128835","Sedang"
"128836","Sedang"
"128837","Sedang"
"128838","Sedang"
"128839","Sedang"
"128840","Sedang"
"128841","Sedang"
"128842","Sedang"
"128843","Sedang"
"128844","Sedang"
"128845","Sedang"
"128846","Sedang"
"128847","Sedang"
"128848","Sedang"
"128849","Sedang"
"128850","Sedang"
"128851","Sedang"
"128852","Sedang"
"128853","Sedang"
"128854","Sedang"
"128855","Sedang"
"128856","Sedang"
"128857","Sedang"
"128858","Sedang"
"128859","Sedang"
"128860","Sedang"
"128861","Sedang"
"128862","Sedang"
"128863","Sedang"
"128864","Sedang"
"128865","Sedang"
"128866","Sedang"
"128867","Sedang"
"128868","Sedang"
"128869","Sedang"
"128870","Sedang"
"128871","Sedang"
"128872","Sedang"
"128873","Sedang"
"128874","Sedang"
"128875","Sedang"
"128876","Sedang"
"128877","Sedang"
"128878","Sedang"
"128879","Sedang"
"128880","Sedang"
"128881","Sedang"
"128882","Sedang"
"128883","Sedang"
"128884","Sedang"
"128885","Sedang"
"128886","Sedang"
"128887","Sedang"
"128888","Sedang"
"128889","Sedang"
"128890","Sedang"
"128891","Sedang"
"128892","Sedang"
"128893","Sedang"
"128894","Sedang"
"128895","Sedang"
"128896","Sedang"
"128897","Sedang"
"128898","Sedang"
"128899","Sedang"
"128900","Sedang"
"128901","Sedang"
"128902","Sedang"
"128903","Sedang"
"128904","Sedang"
"128905","Sedang"
"128906","Sedang"
"128907","Sedang"
"128908","Sedang"
"128909","Sedang"
"128910","Sedang"
"128911","Sedang"
"128912","Sedang"
"128913","Sedang"
"128914","Sedang"
"128915","Sedang"
"128916","Sedang"
"128917","Sedang"
"128918","Sedang"
"128919","Sedang"
"128920","Sedang"
"128921","Sedang"
"128922","Sedang"
"128923","Sedang"
"128924","Sedang"
"128925","Sedang"
"128926","Sedang"
"128927","Sedang"
"128928","Sedang"
"128929","Sedang"
"128930","Sedang"
"128931","Sedang"
"128932","Sedang"
"128933","Sedang"
"128934","Sedang"
"128935","Sedang"
"128936","Sedang"
"128937","Sedang"
"128938","Sedang"
"128939","Sedang"
"128940","Sedang"
"128941","Sedang"
"128942","Sedang"
"128943","Sedang"
"128944","Sedang"
"128945","Sedang"
"128946","Sedang"
"128947","Sedang"
"128948","Sedang"
"128949","Sedang"
"128950","Sedang"
"128951","Sedang"
"128952","Sedang"
"128953","Sedang"
"128954","Sedang"
"128955","Sedang"
"128956","Sedang"
"128957","Sedang"
"128958","Sedang"
"128959","Sedang"
"128960","Sedang"
"128961","Sedang"
"128962","Sedang"
"128963","Sedang"
"128964","Sedang"
"128965","Sedang"
"128966","Sedang"
"128967","Sedang"
"128968","Sedang"
"128969","Sedang"
"128970","Sedang"
"128971","Sedang"
"128972","Sedang"
"128973","Sedang"
"128974","Sedang"
"128975","Sedang"
"128976","Sedang"
"128977","Sedang"
"128978","Sedang"
"128979","Sedang"
"128980","Sedang"
"128981","Sedang"
"128982","Sedang"
"128983","Sedang"
"128984","Sedang"
"128985","Sedang"
"128986","Sedang"
"128987","Sedang"
"128988","Sedang"
"128989","Sedang"
"128990","Sedang"
"128991","Sedang"
"128992","Sedang"
"128993","Sedang"
"128994","Sedang"
"128995","Sedang"
"128996","Sedang"
"128997","Sedang"
"128998","Sedang"
"128999","Sedang"
"129000","Sedang"
"129001","Sedang"
"129002","Sedang"
"129003","Sedang"
"129004","Sedang"
"129005","Sedang"
"129006","Sedang"
"129007","Sedang"
"129008","Sedang"
"129009","Sedang"
"129010","Sedang"
"129011","Sedang"
"129012","Sedang"
"129013","Sedang"
"129014","Sedang"
"129015","Sedang"
"129016","Sedang"
"129017","Sedang"
"129018","Sedang"
"129019","Sedang"
"129020","Sedang"
"129021","Sedang"
"129022","Sedang"
"129023","Sedang"
"129024","Sedang"
"129025","Sedang"
"129026","Sedang"
"129027","Sedang"
"129028","Sedang"
"129029","Sedang"
"129030","Sedang"
"129031","Sedang"
"129032","Sedang"
"129033","Sedang"
"129034","Sedang"
"129035","Sedang"
"129036","Sedang"
"129037","Sedang"
"129038","Sedang"
"129039","Sedang"
"129040","Sedang"
"129041","Sedang"
"129042","Sedang"
"129043","Sedang"
"129044","Sedang"
"129045","Sedang"
"129046","Sedang"
"129047","Sedang"
"129048","Sedang"
